Timestamp,Name,Value
0.865264,"NT:/FMSInfo/.type","FMSInfo"
0.866455,"NT:/FMSInfo/IsRedAlliance",true
34.344922,"NT:/SmartDashboard/Pressure (PSI)",106.59261345852894
0.866017,"NT:/FMSInfo/MatchNumber",0
0.866177,"NT:/FMSInfo/ReplayNumber",0
3.713954,"NT:/FMSInfo/FMSControlData",32
34.34508,"NT:/SmartDashboard/IMU Yaw Angle (deg)",-0.000302234932780266
0.865707,"NT:/FMSInfo/EventName",""
0.776401,"NT:/LiveWindow/.status/LW Enabled",false
0.865554,"NT:/FMSInfo/GameSpecificMessage",""
0.866579,"NT:/FMSInfo/StationNumber",1
0.86631,"NT:/FMSInfo/MatchType",0
34.502654,"NTConnection","{""connected"":true,""remote_id"":""shuffleboard"",""remote_ip"":""10.46.7.139"",""remote_port"":49556,""protocol_version"":768}"
34.50684,"Pressure (psi)",106.59261345852894
34.507191,"Compressor Current (A)",0
34.50724,"IMU Yaw Angle (deg)",-0.000302234932780266
34.507306,"IMU Temp (degC",26.3
34.509927,"RoboRio Browned Out",false
34.510034,"RoboRio CAN Utilization",0.38396140933036804
34.519838,"RoboRio CAN Off Count",0
34.520063,"RoboRio CAN Rx Error Count",0
34.520262,"RoboRio CAN Tx Error Count",0
34.520577,"RoboRio CAN Tx Full Count",0
34.527357,"RoboRio Stale DS Data Count",true
34.527629,"PDH Total Current (A)",0
34.527702,"PDH Input Voltage (V)",12.7265625
34.527769,"PDH Total Power (W)",0
34.62325,"FMS Mode","Disabled"
34.62613,"Pressure (psi)",106.59261345852894
34.626138,"IMU Yaw Angle (deg)",3.2283067703251275e-06
34.626143,"IMU Temp (degC",26.2
34.626233,"RoboRio Browned Out",false
34.62629,"RoboRio Stale DS Data Count",true
34.6263,"PDH Total Current (A)",0
34.626306,"PDH Input Voltage (V)",12.7265625
34.626312,"PDH Total Power (W)",0
34.630794,"Pressure (psi)",106.59261345852894
34.630802,"IMU Yaw Angle (deg)",0.0001210574805736546
34.630807,"IMU Temp (degC",26.3
34.630899,"RoboRio Browned Out",false
34.630938,"RoboRio Stale DS Data Count",false
34.630947,"PDH Total Current (A)",0
34.630954,"PDH Input Voltage (V)",12.7265625
34.630959,"PDH Total Power (W)",0
34.63244,"Pressure (psi)",106.59261345852894
34.632447,"IMU Yaw Angle (deg)",0.0001210574805736546
34.632452,"IMU Temp (degC",26.3
34.632466,"RoboRio Browned Out",false
34.632496,"RoboRio Stale DS Data Count",false
34.632502,"PDH Total Current (A)",0
34.632508,"PDH Input Voltage (V)",12.7265625
34.632513,"PDH Total Power (W)",0
34.633271,"Pressure (psi)",106.59261345852894
34.633278,"IMU Yaw Angle (deg)",0.0001210574805736546
34.633283,"IMU Temp (degC",26.3
34.633295,"RoboRio Browned Out",false
34.633319,"RoboRio Stale DS Data Count",false
34.633326,"PDH Total Current (A)",0
34.633331,"PDH Input Voltage (V)",12.7265625
34.633336,"PDH Total Power (W)",0
34.633987,"Pressure (psi)",106.59261345852894
34.633993,"IMU Yaw Angle (deg)",0.0001210574805736546
34.633998,"IMU Temp (degC",26.3
34.634009,"RoboRio Browned Out",false
34.634034,"RoboRio Stale DS Data Count",false
34.63404,"PDH Total Current (A)",0
34.634045,"PDH Input Voltage (V)",12.7265625
34.63405,"PDH Total Power (W)",0
34.635653,"Pressure (psi)",106.59261345852894
34.635662,"IMU Yaw Angle (deg)",0.00015725965797901197
34.635668,"IMU Temp (degC",26.3
34.63568,"RoboRio Browned Out",false
34.635709,"RoboRio Stale DS Data Count",false
34.635716,"PDH Total Current (A)",0
34.635722,"PDH Input Voltage (V)",12.7265625
34.635727,"PDH Total Power (W)",0
34.637181,"Pressure (psi)",106.59261345852894
34.637188,"IMU Yaw Angle (deg)",0.0001348546296358113
34.637193,"IMU Temp (degC",26.3
34.637205,"RoboRio Browned Out",false
34.637235,"RoboRio Stale DS Data Count",false
34.637241,"PDH Total Current (A)",0
34.637247,"PDH Input Voltage (V)",12.7265625
34.637252,"PDH Total Power (W)",0
34.638865,"Pressure (psi)",106.59261345852894
34.638951,"IMU Yaw Angle (deg)",0.0001348546296358113
34.638957,"IMU Temp (degC",26.3
34.638972,"RoboRio Browned Out",false
34.639023,"RoboRio Stale DS Data Count",true
34.639107,"PDH Total Current (A)",0
34.639121,"PDH Input Voltage (V)",12.7265625
34.639127,"PDH Total Power (W)",0
34.640098,"Pressure (psi)",106.59261345852894
34.640104,"IMU Yaw Angle (deg)",0.0001348546296358113
34.640109,"IMU Temp (degC",26.3
34.640122,"RoboRio Browned Out",false
34.640147,"RoboRio Stale DS Data Count",false
34.640154,"PDH Total Current (A)",0
34.640159,"PDH Input Voltage (V)",12.7265625
34.640165,"PDH Total Power (W)",0
34.64128,"Pressure (psi)",106.59261345852894
34.641288,"IMU Yaw Angle (deg)",0.0001348546296358113
34.641293,"IMU Temp (degC",26.3
34.641306,"RoboRio Browned Out",false
34.641335,"RoboRio Stale DS Data Count",false
34.641341,"PDH Total Current (A)",0
34.641347,"PDH Input Voltage (V)",12.7265625
34.641352,"PDH Total Power (W)",0
34.642007,"Pressure (psi)",106.59261345852894
34.642014,"IMU Yaw Angle (deg)",0.0001348546296358113
34.642019,"IMU Temp (degC",26.3
34.642031,"RoboRio Browned Out",false
34.642055,"RoboRio Stale DS Data Count",false
34.642062,"PDH Total Current (A)",0
34.642067,"PDH Input Voltage (V)",12.7265625
34.642072,"PDH Total Power (W)",0
34.644017,"Pressure (psi)",106.59261345852894
34.644024,"IMU Yaw Angle (deg)",0.00012185811996460006
34.644029,"IMU Temp (degC",26.3
34.644041,"RoboRio Browned Out",false
34.644068,"RoboRio Stale DS Data Count",false
34.644074,"PDH Total Current (A)",0
34.644079,"PDH Input Voltage (V)",12.7265625
34.644084,"PDH Total Power (W)",0
34.644833,"Pressure (psi)",106.59261345852894
34.64484,"IMU Yaw Angle (deg)",0.00012185811996460006
34.644845,"IMU Temp (degC",26.3
34.644858,"RoboRio Browned Out",false
34.644885,"RoboRio Stale DS Data Count",false
34.644892,"PDH Total Current (A)",0
34.644897,"PDH Input Voltage (V)",12.7265625
34.644902,"PDH Total Power (W)",0
34.645611,"Pressure (psi)",106.59261345852894
34.645618,"IMU Yaw Angle (deg)",0.00012185811996460006
34.645623,"IMU Temp (degC",26.3
34.645634,"RoboRio Browned Out",false
34.645657,"RoboRio Stale DS Data Count",false
34.645663,"PDH Total Current (A)",0
34.645668,"PDH Input Voltage (V)",12.7265625
34.645673,"PDH Total Power (W)",0
34.646314,"Pressure (psi)",106.59261345852894
34.646321,"IMU Yaw Angle (deg)",0.00012185811996460006
34.646326,"IMU Temp (degC",26.3
34.646338,"RoboRio Browned Out",false
34.646364,"RoboRio Stale DS Data Count",false
34.64637,"PDH Total Current (A)",0
34.646375,"PDH Input Voltage (V)",12.7265625
34.64638,"PDH Total Power (W)",0
34.647055,"Pressure (psi)",106.59261345852894
34.647062,"IMU Yaw Angle (deg)",0.00012185811996460006
34.647067,"IMU Temp (degC",26.3
34.647078,"RoboRio Browned Out",false
34.647104,"RoboRio Stale DS Data Count",false
34.64711,"PDH Total Current (A)",0
34.647115,"PDH Input Voltage (V)",12.7265625
34.64712,"PDH Total Power (W)",0
34.647711,"Pressure (psi)",106.59261345852894
34.647717,"IMU Yaw Angle (deg)",0.00012185811996460006
34.647723,"IMU Temp (degC",26.3
34.647734,"RoboRio Browned Out",false
34.647756,"RoboRio Stale DS Data Count",false
34.647763,"PDH Total Current (A)",0
34.647768,"PDH Input Voltage (V)",12.7265625
34.647773,"PDH Total Power (W)",0
34.648343,"Pressure (psi)",106.59261345852894
34.64835,"IMU Yaw Angle (deg)",0.00012185811996460006
34.648355,"IMU Temp (degC",26.3
34.648366,"RoboRio Browned Out",false
34.648388,"RoboRio Stale DS Data Count",false
34.648395,"PDH Total Current (A)",0
34.6484,"PDH Input Voltage (V)",12.7265625
34.648405,"PDH Total Power (W)",0
34.650187,"Pressure (psi)",106.59261345852894
34.650194,"IMU Yaw Angle (deg)",0.00021505053341388746
34.650199,"IMU Temp (degC",26.3
34.650211,"RoboRio Browned Out",false
34.650234,"RoboRio Stale DS Data Count",false
34.650241,"PDH Total Current (A)",0
34.650246,"PDH Input Voltage (V)",12.7265625
34.650251,"PDH Total Power (W)",0
34.650885,"Pressure (psi)",106.59261345852894
34.650891,"IMU Yaw Angle (deg)",0.00021505053341388746
34.650896,"IMU Temp (degC",26.3
34.650907,"RoboRio Browned Out",false
34.65093,"RoboRio Stale DS Data Count",false
34.650937,"PDH Total Current (A)",0
34.650942,"PDH Input Voltage (V)",12.7265625
34.650947,"PDH Total Power (W)",0
34.651653,"Pressure (psi)",106.59261345852894
34.65166,"IMU Yaw Angle (deg)",0.00021505053341388746
