Timestamp,Name,Value
0.870537,"NT:/FMSInfo/.type","FMSInfo"
0.871666,"NT:/FMSInfo/IsRedAlliance",true
0.87122,"NT:/FMSInfo/MatchNumber",0
0.871379,"NT:/FMSInfo/ReplayNumber",0
0.91275,"NT:/FMSInfo/FMSControlData",32
1.121079,"NT:/LiveWindow/Ungrouped/PIDController[1]/enabled",true
0.870921,"NT:/FMSInfo/EventName",""
0.776509,"NT:/LiveWindow/.status/LW Enabled",false
0.870777,"NT:/FMSInfo/GameSpecificMessage",""
1.120907,"NT:/LiveWindow/Ungrouped/PIDController[1]/p",1
0.871796,"NT:/FMSInfo/StationNumber",1
0.871514,"NT:/FMSInfo/MatchType",0
1.640297,"NTConnection","{""connected"":true,""remote_id"":""shuffleboard"",""remote_ip"":""10.46.7.139"",""remote_port"":49200,""protocol_version"":768}"
7.007699,"NT:/SmartDashboard/Pressure (PSI)",92.84413145539904
7.007885,"NT:/SmartDashboard/IMU Yaw Angle (deg)",-0.00020159617066383315
7.009817,"IMU Yaw Angle (deg)",-0.00020159617066383315
7.009831," Pressure (psi)",92.84413145539904
7.010156,"Compressor Current (A)",0
7.037002,"systemTime",2022-11-15 19:16:26.133720
7.121575,"FL Turn Abs Enc (rad)",1.36735247559901
7.122406,"FL Turn Rel Enc (rad)",0
7.123204,"FL Drive Rel Enc (mps)",0
7.123379,"FL Turn Position Setpoint (rad)",0
7.123421,"FL Turn Velocity Setpoint (rad/s)",0
7.123566,"FL Turn Position Error (rad)",0
7.123754,"FL Turn Velocity Error (rad/s)",0
7.123785,"FL Turn Feed-forward Output (V)",0
7.123807,"FL Turn PID Output (V)",0
7.12483,"FL Is Homed",false
7.125004,"FR Turn Abs Enc (rad)",0.49307863417466036
7.125026,"FR Turn Rel Enc (rad)",0
7.125147,"FR Drive Rel Enc (mps)",0
7.125158,"FR Turn Position Setpoint (rad)",0
7.125165,"FR Turn Velocity Setpoint (rad/s)",0
7.125174,"FR Turn Position Error (rad)",0
7.125182,"FR Turn Velocity Error (rad/s)",0
7.125188,"FR Turn Feed-forward Output (V)",0
7.125194,"FR Turn PID Output (V)",0
7.125204,"FR Is Homed",false
7.125316,"RL Turn Abs Enc (rad)",2.949683827698376
7.125332,"RL Turn Rel Enc (rad)",0
7.125365,"RL Drive Rel Enc (mps)",0
7.125749,"RL Turn Position Setpoint (rad)",0
7.125772,"RL Turn Velocity Setpoint (rad/s)",0
7.125781,"RL Turn Position Error (rad)",0
7.125789,"RL Turn Velocity Error (rad/s)",0
7.125795,"RL Turn Feed-forward Output (V)",0
7.125801,"RL Turn PID Output (V)",0
7.12581,"RL Is Homed",false
7.125945,"RR Turn Abs Enc (rad)",3.353826170741359
7.125965,"RR Turn Rel Enc (rad)",0
7.126006,"RR Drive Rel Enc (mps)",0
7.126123,"RR Turn Position Setpoint (rad)",0
7.126131,"RR Turn Velocity Setpoint (rad/s)",0
7.126139,"RR Turn Position Error (rad)",0
7.126146,"RR Turn Velocity Error (rad/s)",0
7.126152,"RR Turn Feed-forward Output (V)",0
7.126158,"RR Turn PID Output (V)",0
7.126165,"RR Is Homed",false
7.127631,"Drivetrain State","Idle"
7.289928,"FMS Mode","Disabled"
7.290545," Pressure (psi)",92.84413145539904
7.290552,"IMU Yaw Angle (deg)",-0.0024761434793472287
7.319503," Pressure (psi)",92.84413145539904
7.319509,"IMU Yaw Angle (deg)",-0.0023506724238395687
7.323575," Pressure (psi)",92.84413145539904
7.323582,"IMU Yaw Angle (deg)",-0.0023506724238395687
7.324693," Pressure (psi)",92.84413145539904
7.326694,"IMU Yaw Angle (deg)",-0.0023506724238395687
7.327568," Pressure (psi)",92.84413145539904
7.327575,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.328334," Pressure (psi)",92.84413145539904
7.32834,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.329012," Pressure (psi)",92.84413145539904
7.329019,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.329581," Pressure (psi)",92.84413145539904
7.329587,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.330329," Pressure (psi)",92.84413145539904
7.330336,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.330893," Pressure (psi)",92.84413145539904
7.330899,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.331938," Pressure (psi)",92.84413145539904
7.331945,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.332616," Pressure (psi)",92.84413145539904
7.332623,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.333628," Pressure (psi)",92.84413145539904
7.333635,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.33425," Pressure (psi)",92.84413145539904
7.334256,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.334939," Pressure (psi)",92.84413145539904
7.334945,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.335505," Pressure (psi)",92.84413145539904
7.335511,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.336177," Pressure (psi)",92.84413145539904
7.336184,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.336841," Pressure (psi)",92.84413145539904
7.336848,"IMU Yaw Angle (deg)",-0.0023478806465864173
7.337981," Pressure (psi)",92.84413145539904
7.337988,"IMU Yaw Angle (deg)",-0.0019461994618177403
7.338702," Pressure (psi)",92.84413145539904
7.338709,"IMU Yaw Angle (deg)",-0.0019461994618177403
7.339384," Pressure (psi)",92.84413145539904
7.339391,"IMU Yaw Angle (deg)",-0.0019461994618177403
7.340018," Pressure (psi)",92.84413145539904
7.340024,"IMU Yaw Angle (deg)",-0.0019461994618177403
