Timestamp,Name,Value
0.870114,"NT:/FMSInfo/.type","FMSInfo"
0.871263,"NT:/FMSInfo/IsRedAlliance",true
0.870817,"NT:/FMSInfo/MatchNumber",0
0.870974,"NT:/FMSInfo/ReplayNumber",0
0.903782,"NT:/FMSInfo/FMSControlData",32
1.23461,"NT:/LiveWindow/Ungrouped/PIDController[1]/enabled",true
0.870515,"NT:/FMSInfo/EventName",""
0.776215,"NT:/LiveWindow/.status/LW Enabled",false
0.870372,"NT:/FMSInfo/GameSpecificMessage",""
1.234443,"NT:/LiveWindow/Ungrouped/PIDController[1]/p",1
0.871391,"NT:/FMSInfo/StationNumber",1
0.871109,"NT:/FMSInfo/MatchType",0
1.619941,"NTConnection","{""connected"":true,""remote_id"":""shuffleboard"",""remote_ip"":""10.46.7.139"",""remote_port"":50048,""protocol_version"":768}"
6.921679,"systemTime",2022-11-15 19:19:32.005971
6.96045,"NT:/SmartDashboard/Pressure (PSI)",92.22901098901099
6.960642,"NT:/SmartDashboard/IMU Yaw Angle (deg)",0.0018810905814170837
6.961772,"IMU Yaw Angle (deg)",0.0018810905814170837
6.961782," Pressure (psi)",92.22901098901099
6.962077,"Compressor Current (A)",0
7.049169,"FL Turn Abs Enc (rad)",1.32935176991117
7.050069,"FL Turn Rel Enc (rad)",0
7.050449,"FL Drive Rel Enc (mps)",0
7.05053,"FL Turn Position Setpoint (rad)",0
7.050561,"FL Turn Velocity Setpoint (rad/s)",0
7.050614,"FL Turn Position Error (rad)",0
7.051668,"FL Turn Velocity Error (rad/s)",0
7.051695,"FL Turn Feed-forward Output (V)",0
7.051716,"FL Turn PID Output (V)",0
7.052157,"FL Is Homed",false
7.052211,"FR Turn Abs Enc (rad)",0.4914475192281386
7.052228,"FR Turn Rel Enc (rad)",0
7.052266,"FR Drive Rel Enc (mps)",0
7.052275,"FR Turn Position Setpoint (rad)",0
7.052281,"FR Turn Velocity Setpoint (rad/s)",0
7.05229,"FR Turn Position Error (rad)",0
7.052297,"FR Turn Velocity Error (rad/s)",0
7.052303,"FR Turn Feed-forward Output (V)",0
7.052309,"FR Turn PID Output (V)",0
7.052317,"FR Is Homed",false
7.052346,"RL Turn Abs Enc (rad)",2.9500686728080616
7.052358,"RL Turn Rel Enc (rad)",0
7.052383,"RL Drive Rel Enc (mps)",0
7.05239,"RL Turn Position Setpoint (rad)",0
7.052396,"RL Turn Velocity Setpoint (rad/s)",0
7.052403,"RL Turn Position Error (rad)",0
7.05241,"RL Turn Velocity Error (rad/s)",0
7.052416,"RL Turn Feed-forward Output (V)",0
7.052422,"RL Turn PID Output (V)",0
7.052428,"RL Is Homed",false
7.052453,"RR Turn Abs Enc (rad)",3.353863869854145
7.052464,"RR Turn Rel Enc (rad)",0
7.052485,"RR Drive Rel Enc (mps)",0
7.052492,"RR Turn Position Setpoint (rad)",0
7.052498,"RR Turn Velocity Setpoint (rad/s)",0
7.052505,"RR Turn Position Error (rad)",0
7.052511,"RR Turn Velocity Error (rad/s)",0
7.052517,"RR Turn Feed-forward Output (V)",0
7.052523,"RR Turn PID Output (V)",0
7.052529,"RR Is Homed",false
7.052936,"Drivetrain State","Idle"
7.177588,"FMS Mode","Disabled"
7.181071," Pressure (psi)",92.84413145539904
7.181078,"IMU Yaw Angle (deg)",0.002064698919653891
7.20677," Pressure (psi)",92.84413145539904
7.206777,"IMU Yaw Angle (deg)",0.0023984203040599813
7.211272," Pressure (psi)",92.84413145539904
7.211279,"IMU Yaw Angle (deg)",0.002734956398606299
7.212," Pressure (psi)",92.84413145539904
